🇨🇳央视频道,#genre#
「江苏」淮安影院娱乐,http://live1.habctv.com/ysylsl/sd/live.m3u8?zjiangsd
「江苏」贾汪旅游频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwly.m3u8?zjiangsd
「江苏」贾汪新闻频道,http://jiawang-tv-hls.cm.jstv.com/jiawang-tv/jwxw.m3u8?zjiangsd
「江苏」江宁新闻频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8?zjiangsd
「江苏」姜堰新闻综合,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8?zjiangsd
「江苏」金湖新闻综合,http://jinhu-tv-hls.cm.jstv.com/jinhu-tv/jinhuzh.m3u8?zjiangsd
「江苏」靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8?zjiangsd
「江苏」溧水新闻综合,http://live.lsrmw.cn/zhpd/sd/live.m3u8?zjiangsd
「江苏」溧水影院娱乐,http://live.lsrmw.cn/ysyl/sd/live.m3u8?zjiangsd
「江苏」南京教科,http://live.nbs.cn/channels/njtv/jkpd/500k.m3u8?zjiangsd
「江苏」南京生活,http://live.nbs.cn/channels/njtv/shpd/500k.m3u8?zjiangsd
「江苏」南京十八,http://live.nbs.cn/channels/njtv/sbpd/500k.m3u8?zjiangsd
「江苏」南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/500k.m3u8?zjiangsd
「江苏」南京信息,http://live.nbs.cn/channels/njtv/xxpd/500k.m3u8?zjiangsd
「江苏」南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/500k.m3u8?zjiangsd
「江苏」沛县新闻综合,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8?zjiangsd
「江苏」如东新闻综合,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8?zjiangsd
「江苏」沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8?zjiangsd
「江苏」泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8?zjiangsd
「江苏」泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8?zjiangsd
「江苏」苏州4k,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8?zjiangsd
「江苏」睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8?zjiangsd
「江苏」睢宁生活教育,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8?zjiangsd
「江苏」睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8?zjiangsd
「江苏」睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8?zjiangsd
「江苏」铜山三农频道,http://stream.tstvxmt.com/ts3/sd/live.m3u8?zjiangsd
「江苏」铜山综合频道,http://stream.tstvxmt.com/tstv1/sd/live.m3u8?zjiangsd
「江苏」无锡都市资讯,http://stream.thmz.com/wxtv3/sd/live.m3u8?zjiangsd
「江苏」无锡经济,http://m.m3u8.wifiwx.com/live/wifiwx-245.m3u8?zjiangsd
「江苏」无锡经济,http://stream.thmz.com/wxtv5/sd/live.m3u8?zjiangsd
「江苏」无锡生活,http://stream.thmz.com/wxtv4/sd/live.m3u8?zjiangsd
「江苏」无锡生活,http://m.m3u8.wifiwx.com/live/wifiwx-244.m3u8?zjiangsd
「江苏」无锡新闻综合,http://m.m3u8.wifiwx.com/live/wifiwx-239.m3u8?zjiangsd
「江苏」无锡新闻综合,http://stream.thmz.com/wxtv1/sd/live.m3u8?zjiangsd
「江苏」无锡娱乐,http://stream.thmz.com/wxtv2/sd/live.m3u8?zjiangsd
「江苏」新沂生活频道,http://live.xysrmt.cn/shpd/sd/live.m3u8?zjiangsd
「江苏」新沂新闻频道,http://live.xysrmt.cn/xwzh/sd/live.m3u8?zjiangsd
「江苏」盐都综合频道,http://yandu-tv-hls.cm.jstv.com/yandu-tv/yanduzh.m3u8?zjiangsd
「江苏」宜兴新闻频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8?zjiangsd
「江苏」宜兴紫砂频道,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs.m3u8?zjiangsd
「江苏」张家港新闻综合,http://3gvod.zjgonline.com.cn:1935/live/xinwenzonghe2/playlist.m3u8?zjiangsd

📡黑龙江频道,#genre#
「黑龙江」伊春综合,http://live.yichuntv.com/e5d7b4b95cf849d79fa3964431dca1f3/h264_800k_ts/index.m3u8?type=flv2hls_m3u8?zheild
「黑龙江」黑龙江文体「IPV6」,http://[2409:8087:1a01:df::4025]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/1.m3u8
「黑龙江」黑龙江农业科教「IPV6」,http://[2409:8087:1a01:df::4025]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
「黑龙江」黑龙江都市「IPV6」,http://[2409:8087:1a01:df::4025]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/1.m3u8
「黑龙江」黑龙江都市「IPV6」,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
「黑龙江」黑龙江少儿「IPV6」,http://[2409:8087:1a01:df::4035]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/1.m3u8
「黑龙江」黑龙江影视「IPV6」,http://[2409:8087:1a01:df::4035]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/1.m3u8
「黑龙江」黑龙新闻法治「IPV6」,http://[2409:8087:1a01:df::4036]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/1.m3u8
「黑龙江」鹤岗新闻综合「IPV6」,http://[2409:8087:1a01:df::4060]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
「黑龙江」佳木斯新闻综合「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
「黑龙江」齐齐哈尔经济法制「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226555/index.m3u8
「黑龙江」齐齐哈尔新闻综合「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226437/index.m3u8
「黑龙江」双鸭山公共「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226532/index.m3u8
「黑龙江」双鸭山综合「IPV6」,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226529/index.m3u8

📡海南频道,#genre#
「海南」海南自贸「IPV6」,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000320/index.m3u8?IAS
「海南」海南新闻「IPV6」,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000321/index.m3u8?IAS
「海南」海南文旅「IPV6」,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000322/index.m3u8?IAS
「海南」海南少儿「IPV6」,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000323/index.m3u8?IAS
「海南」海南公共「IPV6」,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/08984400000000060000000000000382/index.m3u8?IAS
「海南」三亚卫视「IPV6」,http://[2409:8087:5e01:34::21]:6610/ZTE_CMS/00000001000000060000000000000136/index.m3u8?IAS


📡陕西频道,#genre#
「陕西」陕西导视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001579/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西导视,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001589/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西导视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001579/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陕西导视,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001589/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」精彩综艺,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」精彩综艺,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」安康综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001721/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」安康综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001721/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宁陕电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002787/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宁陕电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002787/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」石泉电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」石泉电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002595/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」镇坪综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002815/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」镇坪综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002815/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」紫阳综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002605/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」紫阳综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002605/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宝鸡1,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001829/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宝鸡1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001829/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宝鸡2,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001737/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宝鸡2,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001737/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」麟游综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002895/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」麟游综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002895/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」眉县新闻综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002882/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」眉县新闻综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002882/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」岐山综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002564/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」岐山综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002564/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中公共,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001262/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中公共,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001262/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中教育,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001263/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中教育,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001263/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」城固电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002375/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」城固电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002375/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」洋县电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002405/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」洋县电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002405/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商洛综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001734/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商洛综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002585/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商洛综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001734/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商洛综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002585/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商洛二套,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002765/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商洛二套,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002765/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」渭南公共,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002797/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」渭南公共,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002797/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」黄陵综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002806/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」黄陵综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002806/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」吴起电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002556/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」吴起电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002556/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」志丹综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002757/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」志丹综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002757/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」榆林综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001710/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」榆林综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001710/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」府谷综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002565/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」府谷综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002565/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」横山综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002695/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」横山综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002695/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」神木综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002575/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」神木综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002575/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」吴堡综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002755/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」吴堡综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002755/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」未知,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002563/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」未知,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002563/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001497/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉中综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001497/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」佛坪电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001929/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」佛坪电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001929/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」勉县综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002415/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」勉县综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002415/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」西乡融媒,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002207/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」西乡融媒,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002207/index.m3u9?virtualDomain=yinhe.live_hls.zte.com
「陕西」千阳电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002425/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」千阳电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002425/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」欢笑剧场4K,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」欢笑剧场4K,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002156/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」欢笑剧场4K,http://211.137.115.109:80/gitv_live/G_HUANXIAOJC-4K/G_HUANXIAOJC-4K.m3u8
「陕西」甘泉综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002758/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」甘泉综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002758/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」鄠邑综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002655/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」鄠邑综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002655/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」临潼综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002790/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」临潼综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002790/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」蓝田综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002665/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」蓝田综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002665/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」周至综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002576/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」周至综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002576/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」白河综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002560/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」白河综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002560/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉阴综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002786/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」汉阴综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002786/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」平利电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002796/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」平利电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002796/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陈仓综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002807/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陈仓综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002807/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」凤县综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002800/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」凤县综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002800/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陇县综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002885/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」陇县综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002885/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」留坝电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001268/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」留坝电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001268/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」略阳综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001417/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」略阳综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001417/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宁强综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001870/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宁强综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001870/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」南郑综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002435/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」南郑综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002435/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」洛南电视台,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002559/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」洛南电视台,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002559/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商南综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002775/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」商南综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002775/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」山阳新闻综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002558/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」山阳新闻综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002558/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」镇安综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002756/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」镇安综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002756/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」耀州综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002635/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」耀州综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002635/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宜君综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002625/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」宜君综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002625/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」渭南新闻综合HD,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001585/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」渭南新闻综合HD,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001585/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」白水综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002825/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」白水综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002825/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」澄城综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002706/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」澄城综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002706/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」大荔新闻综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002763/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」大荔新闻综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002763/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」富平综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002561/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」富平综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002561/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」合阳综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002762/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」合阳综合,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002762/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
「陕西」华阴综合,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000002788/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
